industry,model1,model2,avg_rcoeff,median_rcoeff,min_rcoeff,max_rcoeff
comm,Claude,Cohere,0.37258862979557783,0.5899187315149967,-0.659441863610158,0.957235028841568
comm,Claude,Deepseek,0.39818424191956125,0.5696329149723754,-0.6104842590042705,0.8903371154762484
comm,Claude,Doubao,0.4037203809173261,0.5426718793260323,-0.784429001960037,0.9311097717293776
comm,Claude,GPT,0.47137700529301596,0.6142356286921214,-0.4705741368489179,0.9060533951598536
comm,Claude,Gemini,0.40207305000908083,0.5686752846430463,-0.6131935897440766,0.9183301956886348
comm,Claude,Mistral,0.3406759603991166,0.5957638265632353,-0.8167641174942234,0.9053406253975116
comm,Claude,Qwen,0.309935144753081,0.2514629192141118,-0.6057949117867832,0.9183301956886362
comm,Cohere,Claude,0.37258862979557783,0.5899187315149966,-0.659441863610158,0.957235028841568
comm,Cohere,Deepseek,0.9789975390215897,0.9952128628534191,0.8350681592449207,1.0
comm,Cohere,Doubao,0.9512635278784549,0.9698170753969944,0.8341370045767952,0.998194083483315
comm,Cohere,GPT,0.8875955930355038,0.9923421735382516,0.4358678140912449,0.9998934559457276
comm,Cohere,Gemini,0.9800969564333164,0.9936811593534168,0.8663403022597685,0.9998953992752276
comm,Cohere,Mistral,0.4822689308870782,0.8188306041928415,-0.7163088345505464,0.9923783286953124
comm,Cohere,Qwen,0.8119323087691704,0.946927048322348,-0.2696688617370708,0.9996633039773166
comm,Deepseek,Claude,0.3981842419195613,0.5696329149723756,-0.6104842590042705,0.8903371154762485
comm,Deepseek,Cohere,0.9789975390215897,0.9952128628534191,0.8350681592449207,1.0
comm,Deepseek,Doubao,0.9652930121955493,0.9791536611240564,0.8187262321109172,1.0
comm,Deepseek,GPT,0.921621030020199,0.9962921376208878,0.4604697429179659,0.999989030012937
comm,Deepseek,Gemini,0.9993481872259982,0.9998330349284512,0.9972003145365324,0.9999984116223934
comm,Deepseek,Mistral,0.4981490926749247,0.836939272795998,-0.665355514125544,0.9950394567928832
comm,Deepseek,Qwen,0.8216766854154361,0.9900744348400772,-0.2732814487287544,0.9999632133632208
comm,Doubao,Claude,0.4037203809173261,0.5426718793260323,-0.784429001960037,0.9311097717293776
comm,Doubao,Cohere,0.9512635278784549,0.9698170753969944,0.8341370045767953,0.998194083483315
comm,Doubao,Deepseek,0.9652930121955493,0.9791536611240564,0.8187262321109172,1.0
comm,Doubao,GPT,0.9004315662989844,0.9733758142777098,0.4183417031086004,0.9975686505733944
comm,Doubao,Gemini,0.9672535631085936,0.9815086285322152,0.8123809761912726,0.998946851621512
comm,Doubao,Mistral,0.42251291297186483,0.7342352344450199,-0.7686758592391199,0.987454954584296
comm,Doubao,Qwen,0.8065843263969223,0.9680783421521612,-0.2772709962413123,0.998946851621512
comm,GPT,Claude,0.47137700529301596,0.6142356286921214,-0.4705741368489179,0.906053395159854
comm,GPT,Cohere,0.8875955930355038,0.9923421735382516,0.4358678140912449,0.9998934559457276
comm,GPT,Deepseek,0.921621030020199,0.9962921376208876,0.4604697429179659,0.999989030012937
comm,GPT,Doubao,0.9004315662989844,0.9733758142777098,0.4183417031086005,0.9975686505733944
comm,GPT,Gemini,0.9219999050836224,0.9964205772842109,0.4598552668865385,1.0
comm,GPT,Mistral,0.4516131591468817,0.6494980119986913,-0.6108575433171942,0.9954504756139664
comm,GPT,Qwen,0.7563201632402874,0.9428201848801814,-0.2761153279382775,0.9985166408608008
comm,Gemini,Claude,0.40207305000908083,0.5686752846430463,-0.6131935897440763,0.9183301956886348
comm,Gemini,Cohere,0.9800969564333164,0.9936811593534168,0.8663403022597685,0.9998953992752276
comm,Gemini,Deepseek,0.9993481872259982,0.9998330349284512,0.9972003145365322,0.9999984116223934
comm,Gemini,Doubao,0.9672535631085936,0.981508628532215,0.8123809761912726,0.9989468516215124
comm,Gemini,GPT,0.9219999050836224,0.996420577284211,0.4598552668865385,1.0
comm,Gemini,Mistral,0.4990265023194393,0.843298077424879,-0.6669010070734055,0.9954504756139664
comm,Gemini,Qwen,0.8224719334191156,0.9935914664337177,-0.2761153279382775,1.0
comm,Mistral,Claude,0.3406759603991166,0.5957638265632353,-0.8167641174942234,0.9053406253975116
comm,Mistral,Cohere,0.4822689308870782,0.8188306041928415,-0.7163088345505464,0.992378328695312
comm,Mistral,Deepseek,0.4981490926749247,0.8369392727959981,-0.665355514125544,0.9950394567928832
comm,Mistral,Doubao,0.42251291297186483,0.7342352344450199,-0.7686758592391199,0.987454954584296
comm,Mistral,GPT,0.4516131591468817,0.6494980119986915,-0.6108575433171941,0.9954504756139664
comm,Mistral,Gemini,0.4990265023194393,0.843298077424879,-0.6669010070734054,0.9954504756139664
comm,Mistral,Qwen,0.36234371167271695,0.8171011309040954,-0.7547103135520021,0.9853925932995476
comm,Qwen,Claude,0.309935144753081,0.2514629192141118,-0.6057949117867832,0.9183301956886364
comm,Qwen,Cohere,0.8119323087691704,0.946927048322348,-0.2696688617370708,0.9996633039773164
comm,Qwen,Deepseek,0.8216766854154361,0.9900744348400772,-0.2732814487287544,0.9999632133632208
comm,Qwen,Doubao,0.8065843263969222,0.9680783421521614,-0.2772709962413123,0.998946851621512
comm,Qwen,GPT,0.7563201632402874,0.9428201848801812,-0.2761153279382776,0.9985166408608006
comm,Qwen,Gemini,0.8224719334191156,0.9935914664337177,-0.2761153279382776,1.0
comm,Qwen,Mistral,0.36234371167271695,0.8171011309040954,-0.754710313552002,0.9853925932995476
