model1,model2,symbol,avg_rcoeff,median_rcoeff,min_rcoeff,max_rcoeff
Claude,Mistral,SPX,0.16400667430982738,0.4043286023166782,-0.9308240246351565,0.9258651114552487
Claude,Mistral,T,0.5486552845002209,0.6161286427212449,0.2768387250849576,0.7363717382270731
Claude,Qwen,0941.HK,0.42723845705194946,0.2514629192141118,0.1088136972443371,0.84159128877233
Claude,Qwen,1211.HK,0.7112031164328089,0.650371711084475,0.5111797842191256,0.8989136909737178
Claude,Qwen,AMZN,0.5115653219231548,0.6375870980057509,-0.118116405642786,0.945919990244203
Claude,Qwen,BABA,0.31538169548154477,0.8204766472013731,-0.9190308103387924,0.9686094355639222
Claude,Qwen,DTE.DE,0.1877589242372511,0.0134004131061786,-0.6057949117867832,0.9183301956886362
Claude,Qwen,FXI,0.5285354563134886,0.8510418348459102,-0.9474105010296898,0.9688201193787342
Claude,Qwen,GM,0.15681245972393434,0.0189015641462006,-0.576533571715464,0.995895863574808
Claude,Qwen,IFNNY,0.6153618030452812,0.8068502275403706,0.0216942355939845,0.9743473779717836
Claude,Qwen,MBGYY,0.4183516669365896,0.8616098770550222,-0.5101051381013478,0.9381408182159868
Claude,Qwen,SPX,0.0513161288827035,-0.0483378665637539,-0.8077726105179496,0.8979626494932736
Claude,Qwen,T,0.31480805297004233,0.3637247243627536,-0.3737710550510196,0.8016880504780166
Cohere,Claude,0941.HK,0.4292277290356469,0.595931098366351,-0.1579520863923717,0.7926876392282688
Cohere,Claude,1211.HK,0.5234294083879487,0.6491315052824255,-0.2992111983359685,0.8463871141881844
Cohere,Claude,AMZN,0.5504921981028431,0.6238914025393769,0.0128798292631871,0.9407481147200404
Cohere,Claude,BABA,0.52220776808834,0.838043207690576,-0.6637349119540725,0.934221956871931
Cohere,Claude,DTE.DE,0.211983782156531,-0.000812761421989,-0.659441863610158,0.957235028841568
Cohere,Claude,FXI,0.5152392969526178,0.7721151806085831,-0.7128187300296525,0.966688599264808
Cohere,Claude,GM,0.32761026914592,0.3952491211849084,-0.6011553485770129,0.9943422867986712
Cohere,Claude,IFNNY,0.502206033544187,0.7143637266691105,-0.0701182775940671,0.9642661342160208
Cohere,Claude,MBGYY,0.377814704949746,0.7780374503614422,-0.5958481659592092,0.9373666605858486
Cohere,Claude,SPX,0.5623626834356301,0.6527691277013591,-0.2267936570738292,0.9245037316405208
Cohere,Claude,T,0.47655437819455565,0.5899187315149966,-0.0192939545869117,0.805545628129722
Cohere,Deepseek,0941.HK,0.9893858409577263,0.9938784203880048,0.973277796282778,0.9996445274908629
Cohere,Deepseek,1211.HK,0.974069768907577,0.9947217656113312,0.9004336368038705,0.9999811136562096
Cohere,Deepseek,AMZN,0.9963303014906085,0.9997849656741198,0.9828083958053412,0.999868235828232
Cohere,Deepseek,BABA,0.9920943309598282,0.9951588191511308,0.9813234539621768,0.9999897843412352
Cohere,Deepseek,DTE.DE,0.9631352361160431,0.9933555313533008,0.8350681592449207,0.99972996601949
Cohere,Deepseek,FXI,0.9961958653402588,0.9992198488156314,0.985683555758621,0.9993961704686524
Cohere,Deepseek,GM,0.9805163304813579,0.9996555225531985,0.9040950284747848,0.9998754797994012
Cohere,Deepseek,IFNNY,0.9951924887888628,0.999558640480796,0.9805806756909198,0.9999210667318432
Cohere,Deepseek,MBGYY,0.9939083217554217,0.9970294658875786,0.9774272012166052,0.9997960172116752
Cohere,Deepseek,SPX,0.9974258270717578,0.9998889031724058,0.9880701468312212,0.999974017224596
Cohere,Deepseek,T,0.9844715399909996,0.9976200292599086,0.927886408827176,1.0
Cohere,Doubao,0941.HK,0.952177351002133,0.9710201069499084,0.8631070856732629,0.996122868390376
Cohere,Doubao,1211.HK,0.9580865202735499,0.9880844680315004,0.874164594838669,0.9999119239398884
Cohere,Doubao,AMZN,0.9818446764886148,0.99475635414563,0.9418050365002472,0.9968459902053364
Cohere,Doubao,BABA,0.9777466181332685,0.9950909016378376,0.9183569067832388,0.998943151300428
Cohere,Doubao,DTE.DE,0.9582453168352154,0.9698170753969944,0.886990056968803,0.9880213128637548
Cohere,Doubao,FXI,0.9657982143475543,0.994876473857375,0.8503802233191791,0.9997362624670412
Cohere,Doubao,GM,0.969112233113511,0.9911303588800192,0.8699658467715319,0.9996046802512047
Cohere,Doubao,IFNNY,0.9853954225871284,0.9950765723784069,0.9552008998760864,0.9995558397521652
Cohere,Doubao,MBGYY,0.9691628452554639,0.9807886323461212,0.9263583228846248,0.997526718429974
Cohere,Doubao,SPX,0.993397705601405,0.9973744692667412,0.98080443840211,0.9987904085472932
Cohere,Doubao,T,0.9433679157980164,0.9667798437019126,0.8341370045767952,0.998194083483315
Cohere,GPT,0941.HK,0.9107255371891375,0.993667723771532,0.5935752742640257,0.9970201326492356
Cohere,GPT,1211.HK,0.8248764971533962,0.9805473104547876,0.2472586214635614,0.9999829782518876
Cohere,GPT,AMZN,0.9229721141131417,0.9936296726039066,0.6445887330191153,0.9998396681280606
Cohere,GPT,BABA,0.7788136119397205,0.9914749206179808,-0.0803743594159136,0.9999914244449848
Cohere,GPT,DTE.DE,0.8587733819469804,0.9794450443565514,0.4358678140912449,0.9998934559457276
Cohere,GPT,FXI,0.9913970174621982,0.9986232247482908,0.9639942299942902,0.9994290815405612
Cohere,GPT,GM,0.9050842175234294,0.999041900546214,0.6595005587526666,0.9997754584786126
Cohere,GPT,IFNNY,0.8756900069058228,0.996518423999835,0.4129995515344511,0.9998700862918248
Cohere,GPT,MBGYY,0.8994432849728003,0.991428715328163,0.5269908514937326,0.9994940687289388
Cohere,GPT,SPX,0.9863021881724314,0.9988585646713994,0.9393567101596108,0.9999827708149148
Cohere,GPT,T,0.8932878599703935,0.9970481704212812,0.7331961461220473,0.9995261191125436
Cohere,Gemini,0941.HK,0.9890933428784312,0.9906850802304612,0.974210333422708,0.99963345873584
Cohere,Gemini,1211.HK,0.9743741613672604,0.994878964737305,0.9019233608943552,0.9999829782518876
Cohere,Gemini,AMZN,0.9940191616710858,0.9997715762747958,0.9711059794702716,0.9999328521470804
Cohere,Gemini,BABA,0.9920605116339077,0.99516132874436,0.9810525010779784,0.9999914244449848
Cohere,Gemini,DTE.DE,0.9687570732395271,0.9923421735382516,0.8663403022597685,0.9998934559457276
Cohere,Gemini,FXI,0.9963581455603577,0.99889591121865,0.9864201892832062,0.9996848465655976
Cohere,Gemini,GM,0.9789348672887808,0.9995209631727398,0.896493011882542,0.9997754584786126
Cohere,Gemini,IFNNY,0.9952500219034656,0.9996035547911516,0.98057864857324,0.9998414513496054
Cohere,Gemini,MBGYY,0.994241280701595,0.99653441621061,0.9795163197807748,0.999878898901467
Cohere,Gemini,SPX,0.9972848642504457,0.9999232246567454,0.987381280691112,0.9999827708149148
Cohere,Gemini,T,0.982440453181991,0.9981700064366126,0.9177539328482772,0.9998953992752276
Cohere,Mistral,0941.HK,0.3144180174805107,0.7672252459487411,-0.7163088345505464,0.98658973954844
Cohere,Mistral,1211.HK,0.651748065233836,0.9715993516852724,0.0490421095869011,0.998189123822076
Cohere,Mistral,AMZN,0.8351626703043357,0.9854294917182782,0.2088560001175488,0.9987417946320224
Cohere,Mistral,BABA,0.2857036352875605,0.9658637352733408,-0.8241274170644786,0.9950285371506778
Cohere,Mistral,DTE.DE,0.35708153944834536,0.7745774225123525,-0.6331721930939225,0.973161846624971
Cohere,Mistral,FXI,0.2763584234807891,0.9756786240655312,-0.9504944797445856,0.993691611644926
Cohere,Mistral,GM,0.4418366660397055,0.7890184828417353,-0.9446472595431366,0.9977482007823488
Cohere,Mistral,IFNNY,0.5761214273251452,0.9609908624637052,-0.9813420644368964,0.9982169797382406
Cohere,Mistral,MBGYY,0.5668534011344153,0.934748789017287,-0.9592495558495876,0.9973413005538057
Cohere,Mistral,SPX,0.666763051059785,0.952593501689712,-0.4918693579159773,0.9999346200868252
Cohere,Mistral,T,0.7753072357323785,0.964216519354836,0.1174122002165419,0.9923783286953124
Cohere,Qwen,0941.HK,0.8378303752771654,0.9613443941969264,0.3849084009239708,0.9985482773398294
Cohere,Qwen,1211.HK,0.8331011860178549,0.9797450277965256,0.2906643258286893,0.9999790091289762
Cohere,Qwen,AMZN,0.5682002256575566,0.9715785522373166,-0.3296628066822601,0.9998178018824914
Cohere,Qwen,BABA,0.656823075709015,0.9841051348428989,-0.4460977230018717,0.9990813480364203
Cohere,Qwen,DTE.DE,0.9038396465507962,0.946927048322348,0.7562342261250482,0.9830097257121692
Cohere,Qwen,FXI,0.8643150409308105,0.8460787427020324,0.679963495590488,0.9996848465655976
Cohere,Qwen,GM,0.6701886660825113,0.9574456724071608,-0.4992338695626827,0.999425448312899
Cohere,Qwen,IFNNY,0.7940790931380206,0.98057864857324,0.0999653806325563,0.9995769201757616
Cohere,Qwen,MBGYY,0.7163164205078674,0.9795163197807748,-0.201202520051208,0.9998419304791072
Cohere,Qwen,SPX,0.3983430216205108,0.6765606261646568,-0.6484009751120355,0.9998332936026606
Cohere,Qwen,T,0.6941269044795495,0.9177539328482764,-0.2696688617370708,0.9996633039773166
Deepseek,Claude,0941.HK,0.4492801028330531,0.5696329149723756,0.004697830067667,0.8026721596949706
Deepseek,Claude,1211.HK,0.5293906022464565,0.6466516189615968,-0.3889392138150694,0.8950322771534369
Deepseek,Claude,AMZN,0.5731364721997314,0.6320950709047861,0.025510299573418,0.9467524995330026
Deepseek,Claude,BABA,0.5266470870863491,0.8241233365488226,-0.6592355906304515,0.9678107610230378
Deepseek,Claude,DTE.DE,0.22047730679908434,0.025043200886739,-0.6104842590042705,0.8903371154762485
Deepseek,Claude,FXI,0.5176200459582603,0.7885944280827576,-0.7024144784261815,0.9644116453556338
Deepseek,Claude,GM,0.388972626620543,0.6858254392642429,-0.5885262988522121,0.9954361741467754
Deepseek,Claude,IFNNY,0.5178340148775987,0.7874488022287177,-0.0814984600807716,0.9791760013057274
Deepseek,Claude,MBGYY,0.3909842653120424,0.7762570220241902,-0.6045640013018373,0.9581890568529235
Deepseek,Claude,SPX,0.5646537021929382,0.6663663658654161,-0.2255077936013288,0.9245939460041768
Deepseek,Claude,T,0.5247953161265465,0.5899187315149966,0.0518600931729603,0.8279278274351068
Deepseek,Cohere,0941.HK,0.9893858409577263,0.9938784203880048,0.973277796282778,0.9996445274908629
Deepseek,Cohere,1211.HK,0.9740697689075768,0.9947217656113312,0.9004336368038703,0.9999811136562096
Deepseek,Cohere,AMZN,0.9963303014906085,0.9997849656741198,0.9828083958053412,0.999868235828232
Deepseek,Cohere,BABA,0.992094330959828,0.9951588191511308,0.9813234539621768,0.9999897843412348
Deepseek,Cohere,DTE.DE,0.9631352361160432,0.9933555313533008,0.8350681592449207,0.9997299660194902
Deepseek,Cohere,FXI,0.9961958653402586,0.9992198488156312,0.9856835557586212,0.999396170468652
Deepseek,Cohere,GM,0.9805163304813579,0.9996555225531986,0.9040950284747846,0.9998754797994012
Deepseek,Cohere,IFNNY,0.9951924887888628,0.999558640480796,0.9805806756909196,0.9999210667318432
Deepseek,Cohere,MBGYY,0.9939083217554217,0.9970294658875786,0.9774272012166052,0.9997960172116752
Deepseek,Cohere,SPX,0.9974258270717578,0.9998889031724056,0.9880701468312212,0.999974017224596
Deepseek,Cohere,T,0.9844715399909996,0.9976200292599084,0.927886408827176,1.0
Deepseek,Doubao,0941.HK,0.9681375241323276,0.9865465865520788,0.8844639885164529,0.998397688292116
Deepseek,Doubao,1211.HK,0.9619487142637796,0.9952752115614488,0.8261350905073082,0.999929229975281
Deepseek,Doubao,AMZN,0.9830458224745131,0.995417621590857,0.93607968970931,0.9976392733592256
Deepseek,Doubao,BABA,0.9635978827864283,0.9986613473353658,0.8255198346619419,0.9994758013214028
Deepseek,Doubao,DTE.DE,0.9753138982236111,0.9791536611240564,0.9510679761309618,0.9942627179989932
Deepseek,Doubao,FXI,0.9471791521241524,0.9957666848952704,0.7507344872348023,0.9990076963763964
Deepseek,Doubao,GM,0.99172240381585,0.993530326740735,0.975080454631367,0.9996251817505496
Deepseek,Doubao,IFNNY,0.9897754897724136,0.992770524196278,0.9741176055739118,0.999959185238161
Deepseek,Doubao,MBGYY,0.9771190923898139,0.9919364558103853,0.921552810057538,0.999217466169662
Deepseek,Doubao,SPX,0.9934952645268001,0.9980532793788868,0.9747442991827648,0.9985123358778528
Deepseek,Doubao,T,0.9524276142307097,0.9788703207897392,0.8187262321109172,1.0
Deepseek,GPT,0941.HK,0.9436513872342129,0.9973033699470348,0.7260868216259384,0.9994938367080596
Deepseek,GPT,1211.HK,0.8306829639231669,0.9999329565233256,0.1536221804612186,0.9999998267874184
Deepseek,GPT,AMZN,0.9245375522453558,0.9944450734138032,0.6539350173228362,0.999998541307702
Deepseek,GPT,BABA,0.7739408480455052,0.9995671674170468,-0.1292623255714813,0.999999865551532
Deepseek,GPT,DTE.DE,0.8817050223482905,0.9904434667711046,0.4604697429179659,0.9998330349284512
Deepseek,GPT,FXI,0.9910367571653961,0.9973676833225902,0.9723119165809958,0.9999959058214908
Deepseek,GPT,GM,0.9218530129472526,0.9974439633524586,0.6505502100923167,0.9999978319350882
Deepseek,GPT,IFNNY,0.8824128733126049,0.9999311089274496,0.4140129021108921,0.9999892051166436
Deepseek,GPT,MBGYY,0.9013248904358895,0.9981155251693048,0.5121152376250444,0.9999882229257042
Deepseek,GPT,SPX,0.9870724626253484,0.9993449185650156,0.9368781778519522,0.9999997516420294
Deepseek,GPT,T,0.9395066804780937,0.992904234694466,0.7730777967592865,0.999989030012937
Deepseek,Gemini,0941.HK,0.9994047027815476,0.9998815154500303,0.99765180721335,0.9999984116223934
Deepseek,Gemini,1211.HK,0.9999977391931181,0.9999993688907876,0.9999908101851416,0.999999901477204
Deepseek,Gemini,AMZN,0.9960709048810068,0.9999952304112288,0.9804055496716796,0.9999995052576618
Deepseek,Gemini,BABA,0.9999984604069345,0.9999980990020616,0.9999973174434936,0.999999865551532
Deepseek,Gemini,DTE.DE,0.9990508286959979,0.9996075214371524,0.9972003145365324,0.9998330349284512
Deepseek,Gemini,FXI,0.9998778891107325,0.9999674764860156,0.9995645623548228,0.9999959058214908
Deepseek,Gemini,GM,0.9977519716298454,0.9999889236894368,0.9890227834909276,0.9999978319350882
Deepseek,Gemini,IFNNY,0.9997302142756699,0.9999673503932726,0.9987369012964488,0.999997691372924
Deepseek,Gemini,MBGYY,0.9991380157111471,0.9997369261848472,0.99787746927921,0.9999882229257042
Deepseek,Gemini,SPX,0.9999930235340205,0.9999958747432688,0.9999833062519714,0.9999997516420294
Deepseek,Gemini,T,0.9995890302004492,0.9999140352399192,0.9981834068379132,0.999989030012937
Deepseek,Mistral,0941.HK,0.31285721754005025,0.6553730486303226,-0.665355514125544,0.9867796450629346
Deepseek,Mistral,1211.HK,0.6035916968327332,0.9949400081417152,-0.2553940187418512,0.998338410675744
Deepseek,Mistral,AMZN,0.8328520187051416,0.9874866545551688,0.1931812703872698,0.9993994447865462
Deepseek,Mistral,BABA,0.31741911565452857,0.9922150364196484,-0.8297160813496622,0.9992820916255608
Deepseek,Mistral,DTE.DE,0.42345158580149295,0.8233063374811654,-0.5621041855695089,0.9742851571335652
Deepseek,Mistral,FXI,0.2998748690437343,0.979252017775343,-0.9483117686448956,0.9949809866657712
Deepseek,Mistral,GM,0.48199634805005404,0.9752489779389776,-0.9381614451666932,0.9979739444766518
Deepseek,Mistral,IFNNY,0.5791282166110927,0.9658026208673904,-0.983505833769666,0.9988436945106358
Deepseek,Mistral,MBGYY,0.5715009541906687,0.9304805992881668,-0.9528911921706352,0.9990992564070548
Deepseek,Mistral,SPX,0.6649040929967572,0.9568396875517114,-0.5001051469463633,0.999990699334431
Deepseek,Mistral,T,0.7581384746832309,0.8406114013808852,0.1542648829637549,0.9950394567928832
Deepseek,Qwen,0941.HK,0.8102863482340418,0.9939824987927494,0.2073750584278712,0.9990720617847114
Deepseek,Qwen,1211.HK,0.8462640331331326,0.9999864289857604,0.2314303548209978,0.9999993688907876
Deepseek,Qwen,AMZN,0.5653349743255764,0.9806660241607936,-0.3217867995016058,0.9999567009123584
Deepseek,Qwen,BABA,0.6497848064299125,0.9999272380685832,-0.4470578513435602,0.9999958060156908
Deepseek,Qwen,DTE.DE,0.9430603085756107,0.9881928757626324,0.7999955960047863,0.9972003145365324
Deepseek,Qwen,FXI,0.865686925549447,0.8445671726917661,0.7027112220342754,0.999951491447536
Deepseek,Qwen,GM,0.6928358220345984,0.9886515270766312,-0.4827925583316429,0.9997882687582804
Deepseek,Qwen,IFNNY,0.7932463859554167,0.9920091815464358,0.0727251777825502,0.9994938950552
Deepseek,Qwen,MBGYY,0.7270729438144073,0.9707090725285262,-0.1755136893937058,0.9999287667189872
Deepseek,Qwen,SPX,0.39736358096456886,0.6573025180589827,-0.6482257947779724,0.9999833062519714
Deepseek,Qwen,T,0.7116833994366558,0.9981834068379132,-0.2732814487287544,0.9999632133632208
Doubao,Claude,0941.HK,0.4757975948113213,0.5426718793260323,0.0517145726353463,0.8642043530358113
Doubao,Claude,1211.HK,0.6625683599896213,0.7059783137384305,0.1892250653482822,0.9042746531373084
Doubao,Claude,AMZN,0.6506587110004485,0.6954775730549094,0.0913626022893249,0.9605396396685
Doubao,Claude,BABA,0.5584438898390676,0.8349767948457809,-0.561537809656763,0.9694589468504016
Doubao,Claude,DTE.DE,0.24866815064354902,0.2394303067124748,-0.784429001960037,0.9311097717293776
Doubao,Claude,FXI,0.5600881156227531,0.8052715426105994,-0.5483608065328135,0.9594295306381156
Doubao,Claude,GM,0.39038997875245063,0.7770575100813775,-0.5615638529406729,0.9934032585368576
Doubao,Claude,IFNNY,0.5196012084459303,0.863745315680579,-0.0660485587432159,0.9775149443206492
Doubao,Claude,MBGYY,0.35929579395015054,0.700161899451126,-0.6102792376799514,0.9761727611404802
Doubao,Claude,SPX,0.579382114633781,0.6268858539134412,-0.1619081161489938,0.9434227745073668
Doubao,Claude,T,0.4866953972971079,0.626680139284961,-0.0710590893673813,0.8279278274351068
Doubao,Cohere,0941.HK,0.952177351002133,0.9710201069499084,0.8631070856732629,0.996122868390376
Doubao,Cohere,1211.HK,0.9580865202735499,0.9880844680315004,0.874164594838669,0.9999119239398884
Doubao,Cohere,AMZN,0.9818446764886147,0.9947563541456298,0.9418050365002472,0.9968459902053364
Doubao,Cohere,BABA,0.9777466181332685,0.9950909016378376,0.9183569067832388,0.998943151300428
Doubao,Cohere,DTE.DE,0.9582453168352154,0.9698170753969944,0.8869900569688031,0.9880213128637548
Doubao,Cohere,FXI,0.9657982143475543,0.994876473857375,0.8503802233191791,0.9997362624670412
Doubao,Cohere,GM,0.969112233113511,0.9911303588800192,0.869965846771532,0.9996046802512047
Doubao,Cohere,IFNNY,0.9853954225871284,0.9950765723784066,0.9552008998760864,0.9995558397521652
Doubao,Cohere,MBGYY,0.9691628452554639,0.9807886323461212,0.9263583228846248,0.997526718429974
Doubao,Cohere,SPX,0.9933977056014051,0.9973744692667416,0.9808044384021102,0.9987904085472932
Doubao,Cohere,T,0.9433679157980164,0.9667798437019126,0.8341370045767953,0.998194083483315
Doubao,Deepseek,0941.HK,0.9681375241323276,0.9865465865520788,0.8844639885164529,0.998397688292116
Doubao,Deepseek,1211.HK,0.9619487142637796,0.9952752115614488,0.8261350905073083,0.9999292299752812
Doubao,Deepseek,AMZN,0.9830458224745131,0.995417621590857,0.93607968970931,0.9976392733592256
Doubao,Deepseek,BABA,0.9635978827864286,0.9986613473353658,0.825519834661942,0.9994758013214028
Doubao,Deepseek,DTE.DE,0.9753138982236109,0.9791536611240564,0.9510679761309616,0.994262717998993
Doubao,Deepseek,FXI,0.9471791521241524,0.9957666848952704,0.7507344872348022,0.9990076963763962
Doubao,Deepseek,GM,0.99172240381585,0.9935303267407348,0.9750804546313672,0.9996251817505496
Doubao,Deepseek,IFNNY,0.9897754897724136,0.992770524196278,0.9741176055739118,0.9999591852381612
Doubao,Deepseek,MBGYY,0.9771190923898139,0.9919364558103853,0.921552810057538,0.999217466169662
Doubao,Deepseek,SPX,0.9934952645268001,0.998053279378887,0.9747442991827648,0.9985123358778528
Doubao,Deepseek,T,0.9524276142307097,0.9788703207897392,0.8187262321109172,1.0
Doubao,GPT,0941.HK,0.9199869600156274,0.9733758142777098,0.762060873688714,0.9913980655651868
Doubao,GPT,1211.HK,0.9240078098581954,0.9965228546298192,0.6346487233281755,0.9999252361570397
Doubao,GPT,AMZN,0.9356716591377305,0.996967053410514,0.6865041188883803,0.9998520043723028
Doubao,GPT,BABA,0.8119448323481808,0.9978970019605494,0.0691914054717037,0.9986372721365095
Doubao,GPT,DTE.DE,0.8645951079290553,0.9815086285322152,0.4183417031086004,0.9949801347389312
Doubao,GPT,FXI,0.95820489682089,0.9951598597224895,0.8276816456476548,0.9989886256844832
Doubao,GPT,GM,0.9084200864274002,0.9981149841863164,0.5636176902803369,0.9986363114010122
Doubao,GPT,IFNNY,0.8761817199426204,0.9934558674214184,0.4083582055808851,0.9999811808845576
Doubao,GPT,MBGYY,0.9250730556210401,0.9867107469226744,0.6677573719480105,0.9990530423261949
Doubao,GPT,SPX,0.9819010593601296,0.9980683919478176,0.9425976117225052,0.9992373706069309
Doubao,GPT,T,0.9167126309522704,0.9591002197934396,0.7056474110062432,0.9975686505733944
Doubao,Gemini,0941.HK,0.9718261418421779,0.9890135301132836,0.9011271137791652,0.9980830855438196
