time,model1,model2,avg_rcoeff,median_rcoeff,min_rcoeff,max_rcoeff
weekly,Claude,Cohere,0.753608822393539,0.8589066556063661,-0.0361340573679709,0.9943422867986712
weekly,Claude,Deepseek,0.7553891481622919,0.8538607299195982,0.0074650751599011,0.9954361741467754
weekly,Claude,Doubao,0.784439066096326,0.8349767948457809,0.0623665126848382,0.9934032585368576
weekly,Claude,GPT,0.755514697813055,0.8522254574563347,0.0165813236007001,0.997386072082777
weekly,Claude,Gemini,0.7543205916733832,0.853299468207013,0.0165813236007001,0.9966464659759332
weekly,Claude,Mistral,0.5040655856943164,0.6161286427212449,-0.5241942846968747,0.9536380316885028
weekly,Claude,Qwen,0.5572148197233179,0.8510418348459102,-0.8077726105179496,0.995895863574808
weekly,Cohere,Claude,0.753608822393539,0.858906655606366,-0.0361340573679709,0.9943422867986712
weekly,Cohere,Deepseek,0.9870224016228984,0.999129185558092,0.9004336368038705,1.0
weekly,Cohere,Doubao,0.9832151703025439,0.994876473857375,0.9357839944144816,0.9996046802512047
weekly,Cohere,GPT,0.9870001119112479,0.99889591121865,0.9023653765636278,0.9999636403864834
weekly,Cohere,Gemini,0.9870838190217661,0.99889591121865,0.9019233608943552,0.9999636403864834
weekly,Cohere,Mistral,0.35939108044155765,0.7672252459487411,-0.9504944797445856,0.9999346200868252
weekly,Cohere,Qwen,0.7654557078795103,0.9822634448788652,-0.6484009751120355,0.9997099346978072
weekly,Deepseek,Claude,0.7553891481622919,0.8538607299195983,0.0074650751599011,0.9954361741467754
weekly,Deepseek,Cohere,0.9870224016228982,0.9991291855580916,0.9004336368038703,1.0
weekly,Deepseek,Doubao,0.9923319757217614,0.9943355858008552,0.9667798437019126,0.999959185238161
weekly,Deepseek,GPT,0.9995971304939991,0.9998323483011012,0.9981155251693048,0.9999997516420294
weekly,Deepseek,Gemini,0.9997212207464453,0.9998953992752276,0.9981155251693048,0.9999997516420294
weekly,Deepseek,Mistral,0.32923054810688285,0.6553730486303226,-0.9483117686448956,0.999990699334431
weekly,Deepseek,Qwen,0.7594567720690283,0.9920091815464358,-0.6482257947779724,0.9999958060156908
weekly,Doubao,Claude,0.784439066096326,0.8349767948457809,0.0623665126848381,0.9934032585368576
weekly,Doubao,Cohere,0.9832151703025439,0.994876473857375,0.9357839944144816,0.9996046802512047
weekly,Doubao,Deepseek,0.9923319757217614,0.9943355858008552,0.9667798437019126,0.9999591852381612
weekly,Doubao,GPT,0.9913019772206112,0.9951598597224895,0.9591002197934396,0.9999811808845576
weekly,Doubao,Gemini,0.9915907000173504,0.9951598597224895,0.9632674561578402,0.9999811808845576
weekly,Doubao,Mistral,0.3272694458947238,0.6698068683833158,-0.9383386548066928,0.9989149657447915
weekly,Doubao,Qwen,0.7472938682046639,0.9708162915183528,-0.6638557207555611,0.999100723020782
weekly,GPT,Claude,0.755514697813055,0.8522254574563347,0.0165813236007001,0.997386072082777
weekly,GPT,Cohere,0.9870001119112479,0.9988959112186502,0.9023653765636278,0.9999636403864834
weekly,GPT,Deepseek,0.9995971304939991,0.999832348301101,0.9981155251693048,0.9999997516420294
weekly,GPT,Doubao,0.9913019772206112,0.9951598597224895,0.9591002197934398,0.9999811808845576
weekly,GPT,Gemini,0.9998727211154894,0.9999999999999998,0.9992253388017552,1.0
weekly,GPT,Mistral,0.33323024654945477,0.6494980119986913,-0.9472781588424788,0.9999912900464256
weekly,GPT,Qwen,0.7613955263000343,0.9912126753233432,-0.6478282143673935,0.9999918353172416
weekly,Gemini,Claude,0.7543205916733832,0.8532994682070131,0.0165813236007001,0.9966464659759332
weekly,Gemini,Cohere,0.9870838190217661,0.9988959112186502,0.9019233608943552,0.9999636403864834
weekly,Gemini,Deepseek,0.9997212207464453,0.9998953992752276,0.9981155251693048,0.9999997516420294
weekly,Gemini,Doubao,0.9915907000173504,0.9951598597224895,0.9632674561578402,0.9999811808845576
weekly,Gemini,GPT,0.9998727211154894,0.9999999999999998,0.9992253388017552,1.0
weekly,Gemini,Mistral,0.33203955990956185,0.6494980119986913,-0.9472781588424788,0.9999912900464256
weekly,Gemini,Qwen,0.7615969991383271,0.9912126753233432,-0.6478282143673935,0.9999949890256968
weekly,Mistral,Claude,0.5040655856943164,0.6161286427212449,-0.5241942846968746,0.9536380316885028
weekly,Mistral,Cohere,0.3593910804415577,0.7672252459487412,-0.9504944797445852,0.9999346200868252
weekly,Mistral,Deepseek,0.3292305481068829,0.6553730486303226,-0.9483117686448956,0.999990699334431
weekly,Mistral,Doubao,0.32726944589472373,0.6698068683833158,-0.938338654806693,0.9989149657447915
weekly,Mistral,GPT,0.3332302465494548,0.6494980119986915,-0.9472781588424788,0.9999912900464254
weekly,Mistral,Gemini,0.33203955990956185,0.6494980119986915,-0.9472781588424788,0.9999912900464254
weekly,Mistral,Qwen,0.18283750555498654,0.3229321509753496,-0.8293931408130153,0.997824744805619
weekly,Qwen,Claude,0.5572148197233179,0.8510418348459102,-0.8077726105179496,0.995895863574808
weekly,Qwen,Cohere,0.7654557078795101,0.9822634448788652,-0.6484009751120355,0.9997099346978072
weekly,Qwen,Deepseek,0.7594567720690283,0.9920091815464358,-0.6482257947779724,0.9999958060156908
weekly,Qwen,Doubao,0.7472938682046638,0.9708162915183528,-0.6638557207555611,0.9991007230207818
weekly,Qwen,GPT,0.7613955263000343,0.991212675323343,-0.6478282143673935,0.9999918353172418
weekly,Qwen,Gemini,0.7615969991383271,0.991212675323343,-0.6478282143673935,0.9999949890256968
