model1,country1,model2,country2,symbol,industry,country,covariance,r_coeff,std1,std2,time
Claude,US,Cohere,Canada,IFNNY,tech,EU,3.4967499999999996,0.9642661342160208,1.9297606069147535,1.503329637837291,weekly
Claude,US,Cohere,Canada,SPX,index,US,15902.837500000005,0.9245037316405209,127.13533104530782,108.24047302187847,weekly
Claude,US,Cohere,Canada,FXI,index,China,0.6920000000000002,0.743223874004852,0.7234749477348884,1.0295630140987,weekly
Claude,US,Deepseek,China,AMZN,tech,US,148.92144999999988,0.9467524995330023,11.360562310026731,11.076714314272076,weekly
Claude,US,Deepseek,China,GM,auto,US,3.3017499999999944,0.9954361741467754,1.4987995196156143,1.7704236781064568,weekly
Claude,US,Deepseek,China,T,comm,US,0.6762499999999995,0.5899187315149967,0.8840950175179132,1.0373041983911953,weekly
Claude,US,Deepseek,China,BABA,tech,China,64.5552,0.8538607299195982,6.286370654041964,9.62130968215866,weekly
Claude,US,Deepseek,China,1211.HK,auto,China,54.08174999999979,0.620270271353344,5.733201548873015,12.1664127827392,weekly
Claude,US,Deepseek,China,0941.HK,comm,China,0.5457499999999986,0.7065803953544736,0.9298386956886647,0.6645299090334448,weekly
Claude,US,Deepseek,China,DTE.DE,comm,EU,0.001499999999999859,0.007465075159901115,0.404919745134762,0.3969886648255837,weekly
Claude,US,Deepseek,China,MBGYY,auto,EU,0.6072,0.9495820138070723,0.7804716522718813,0.6554387843269572,weekly
Claude,US,Deepseek,China,IFNNY,tech,EU,4.646299999999997,0.9791760013057274,1.9297606069147535,1.9671298889498878,weekly
Claude,US,Deepseek,China,SPX,index,US,16851.25400000001,0.9245939460041768,127.13533104530782,114.6845482181449,weekly
Claude,US,Deepseek,China,FXI,index,China,0.6750500000000015,0.7356447916861415,0.7234749477348884,1.014692071517267,weekly
Claude,US,Doubao,China,AMZN,tech,US,160.52214999999993,0.9605396396684998,11.360562310026731,11.768194423954762,weekly
Claude,US,Doubao,China,GM,auto,US,3.551999999999998,0.9934032585368575,1.4987995196156143,1.9085072700935677,weekly
Claude,US,Doubao,China,T,comm,US,0.6422499999999991,0.626680139284961,0.8840950175179132,0.9273618495495703,weekly
Claude,US,Doubao,China,BABA,tech,China,54.75940000000002,0.8349767948457809,6.286370654041964,8.345921159464666,weekly
Claude,US,Doubao,China,1211.HK,auto,China,44.95749999999989,0.7059783137384305,5.733201548873015,8.885943956609225,weekly
Claude,US,Doubao,China,0941.HK,comm,China,0.5549999999999978,0.7787201849596521,0.9298386956886647,0.6131883886702351,weekly
Claude,US,Doubao,China,DTE.DE,comm,EU,0.01299999999999986,0.06236651268483827,0.404919745134762,0.41182520563948,weekly
Claude,US,Doubao,China,MBGYY,auto,EU,0.7885500000000003,0.9761727611404802,0.7804716522718813,0.8280096617793782,weekly
Claude,US,Doubao,China,IFNNY,tech,EU,4.909999999999999,0.9775149443206492,1.9297606069147535,2.0823064135712595,weekly
Claude,US,Doubao,China,SPX,index,US,16738.300000000007,0.9434227745073668,127.13533104530782,111.6422858956229,weekly
Claude,US,Doubao,China,FXI,index,China,0.6708500000000002,0.7690544033720694,0.7234749477348884,0.9645724441429994,weekly
Claude,US,Qwen,China,AMZN,tech,US,152.51572499999992,0.945919990244203,11.360562310026731,11.354038928945064,weekly
