model1,country1,model2,country2,symbol,industry,country,covariance,r_coeff,std1,std2,time
GPT,US,Deepseek,China,1211.HK,auto,China,337.35999999999996,0.9998713057348644,15.995624401691858,16.874785924568048,daily
GPT,US,Deepseek,China,0941.HK,comm,China,0.15849999999999995,0.9990807702691434,0.36276714294433926,0.34985711369071965,daily
GPT,US,Deepseek,China,DTE.DE,comm,EU,0.023749999999999973,0.9904434667711047,0.14142135623731025,0.13564659966250456,daily
GPT,US,Deepseek,China,MBGYY,auto,EU,0.17075000000000023,0.9978685201420969,0.3679673898594825,0.3720215047547655,daily
GPT,US,Deepseek,China,IFNNY,tech,EU,0.13125000000000017,0.9981638000147665,0.3261901286060022,0.3224903099319419,daily
GPT,US,Deepseek,China,SPX,index,US,2473.8749999999973,0.9991435903244767,44.94441010848846,44.072140860185094,daily
GPT,US,Deepseek,China,FXI,index,China,0.36,0.9973676833225902,0.5418486873657621,0.5329165037789697,daily
GPT,US,Doubao,China,AMZN,tech,US,8.532499999999999,0.996383702572833,2.539763768542263,2.6974061614818043,daily
GPT,US,Doubao,China,GM,auto,US,0.345,0.9981149841863163,0.4857983120596448,0.5692099788303081,daily
GPT,US,Doubao,China,T,comm,US,0.044500000000000074,0.9321543881903656,0.18547236990991395,0.2059126028197404,daily
GPT,US,Doubao,China,BABA,tech,China,19.60000000000001,0.9985844941435174,3.9329378332234053,3.9924929555354254,daily
GPT,US,Doubao,China,1211.HK,auto,China,291.75,0.996522854629819,15.995624401691858,14.642404174178502,daily
