time,model1,model2,avg_rcoeff,median_rcoeff,min_rcoeff,max_rcoeff
quarterly,Claude,Cohere,0.22870443232594065,0.4408984855840139,-0.7128187300296526,0.9075743954281396
quarterly,Claude,Deepseek,0.22989416027305445,0.4467861123276582,-0.7024144784261815,0.9135635914371726
quarterly,Claude,Doubao,0.31013753085541657,0.5426718793260323,-0.561537809656763,0.863745315680579
quarterly,Claude,GPT,0.5390030884331202,0.7592492734575647,-0.765063939487285,0.9128345684060036
quarterly,Claude,Gemini,0.23085798680676212,0.4453066416750121,-0.7060499083946891,0.9128256168150376
quarterly,Claude,Mistral,-0.49692079642287035,-0.6088604865671238,-0.9685927069596616,0.2768387250849576
quarterly,Claude,Qwen,0.12875989857381842,0.2307865549061626,-0.9474105010296898,0.9743473779717836
quarterly,Cohere,Claude,0.22870443232594068,0.4408984855840139,-0.7128187300296525,0.9075743954281396
quarterly,Cohere,Deepseek,0.9949274558434488,0.997216441345899,0.9813234539621768,0.9997044733580732
quarterly,Cohere,Doubao,0.937670987699117,0.965006069273237,0.8341370045767952,0.9950765723784069
quarterly,Cohere,GPT,0.7421347703791042,0.9794450443565514,-0.0803743594159136,0.9998700862918248
quarterly,Cohere,Gemini,0.9950047818859122,0.9968568082372944,0.9810525010779784,0.9997080308034958
quarterly,Cohere,Mistral,-0.46114281111063016,-0.6151714284043182,-0.9813420644368964,0.2482145209106936
quarterly,Cohere,Qwen,0.5689359026254327,0.7530954392523702,-0.4992338695626827,0.9013234794384196
quarterly,Deepseek,Claude,0.22989416027305445,0.4467861123276582,-0.7024144784261815,0.9135635914371726
quarterly,Deepseek,Cohere,0.9949274558434489,0.997216441345899,0.9813234539621768,0.9997044733580734
quarterly,Deepseek,Doubao,0.9122776625719056,0.9510679761309618,0.7507344872348023,0.993530326740735
quarterly,Deepseek,GPT,0.7309647011815731,0.9579465188228292,-0.1292623255714813,0.9999311089274496
quarterly,Deepseek,Gemini,0.9999502332251631,0.9999952304112288,0.9996075214371524,0.999999901477204
quarterly,Deepseek,Mistral,-0.4263920217841664,-0.507445646605667,-0.983505833769666,0.2842214342382493
quarterly,Deepseek,Qwen,0.5641337518489897,0.7027112220342754,-0.4827925583316429,0.9032667740964492
quarterly,Doubao,Claude,0.31013753085541657,0.5426718793260323,-0.561537809656763,0.863745315680579
quarterly,Doubao,Cohere,0.937670987699117,0.965006069273237,0.8341370045767953,0.9950765723784066
quarterly,Doubao,Deepseek,0.9122776625719056,0.9510679761309616,0.7507344872348022,0.9935303267407348
quarterly,Doubao,GPT,0.7589663241300371,0.8276816456476548,0.0691914054717037,0.9934558674214184
quarterly,Doubao,Gemini,0.9125718646724272,0.9591739145367048,0.7533280228227108,0.9935512665044816
quarterly,Doubao,Mistral,-0.607831531861097,-0.7686758592391199,-0.9594798091494976,0.019274775191561
quarterly,Doubao,Qwen,0.5999838019430499,0.6772407297323224,-0.3918006082738715,0.9358312960535752
quarterly,GPT,Claude,0.5390030884331202,0.7592492734575647,-0.765063939487285,0.9128345684060036
quarterly,GPT,Cohere,0.7421347703791041,0.9794450443565514,-0.0803743594159136,0.9998700862918248
quarterly,GPT,Deepseek,0.7309647011815731,0.9579465188228292,-0.1292623255714812,0.99993110892745
quarterly,GPT,Doubao,0.7589663241300371,0.8276816456476548,0.0691914054717037,0.9934558674214184
quarterly,GPT,Gemini,0.7308873417605746,0.960240735969963,-0.1306824744561964,0.9999184277905976
quarterly,GPT,Mistral,-0.48930962098391184,-0.4823258026734328,-0.9836706749865826,0.0446654144190136
quarterly,GPT,Qwen,0.4301594070841952,0.6643963456847415,-0.8348433359683112,0.9038420851297626
quarterly,Gemini,Claude,0.23085798680676212,0.4453066416750121,-0.706049908394689,0.9128256168150376
quarterly,Gemini,Cohere,0.9950047818859122,0.9968568082372944,0.9810525010779784,0.9997080308034958
quarterly,Gemini,Deepseek,0.9999502332251631,0.9999952304112288,0.9996075214371524,0.999999901477204
quarterly,Gemini,Doubao,0.9125718646724272,0.9591739145367048,0.7533280228227108,0.9935512665044816
quarterly,Gemini,GPT,0.7308873417605746,0.960240735969963,-0.1306824744561963,0.9999184277905973
quarterly,Gemini,Mistral,-0.4264933153767897,-0.5082383171307394,-0.9831355662909008,0.2839792567331293
quarterly,Gemini,Qwen,0.5627113554623965,0.7056272450856659,-0.4811626444353782,0.9025109632772482
quarterly,Mistral,Claude,-0.49692079642287035,-0.6088604865671238,-0.9685927069596616,0.2768387250849576
quarterly,Mistral,Cohere,-0.46114281111063027,-0.6151714284043182,-0.9813420644368964,0.2482145209106936
quarterly,Mistral,Deepseek,-0.4263920217841665,-0.5074456466056672,-0.983505833769666,0.2842214342382493
quarterly,Mistral,Doubao,-0.6078315318610968,-0.7686758592391199,-0.9594798091494976,0.019274775191561
quarterly,Mistral,GPT,-0.48930962098391184,-0.4823258026734328,-0.9836706749865828,0.0446654144190137
quarterly,Mistral,Gemini,-0.4264933153767897,-0.5082383171307395,-0.9831355662909008,0.2839792567331293
quarterly,Mistral,Qwen,-0.3643128826993253,-0.4585104350937344,-0.949972992376292,0.7534799691426523
quarterly,Qwen,Claude,0.12875989857381842,0.2307865549061625,-0.94741050102969,0.9743473779717834
quarterly,Qwen,Cohere,0.5689359026254327,0.7530954392523703,-0.4992338695626828,0.9013234794384194
quarterly,Qwen,Deepseek,0.5641337518489897,0.7027112220342753,-0.4827925583316431,0.9032667740964492
quarterly,Qwen,Doubao,0.5999838019430499,0.6772407297323224,-0.3918006082738715,0.9358312960535748
